Timestamp,Fake0,Fake1,Fake2,Fake3,Fake4,Fake5,Fake6,Fake7
1.124861,0.505347,0.507037,0.514982,0.515830,0.515367,0.523619,0.479809,0.496708
1.149525,0.494535,0.534880,0.509408,0.528942,0.504619,0.506774,0.521197,0.510114
1.172990,0.489332,0.473855,0.487872,0.524188,0.523996,0.503319,0.467777,0.476369
1.197403,0.515928,0.482942,0.519301,0.481194,0.525153,0.483093,0.480245,0.501261
1.219449,0.475217,0.532805,0.492850,0.512398,0.492295,0.512635,0.490565,0.538848
1.241635,0.513642,0.472758,0.534765,0.526645,0.521093,0.531419,0.509892,0.495416
1.263654,0.530089,0.464617,0.510532,0.504467,0.507871,0.510839,0.479643,0.524760
1.287703,0.528005,0.522335,0.511146,0.492879,0.511810,0.499098,0.517100,0.555392
1.312332,0.482790,0.510598,0.522399,0.524422,0.524478,0.539888,0.466727,0.536157
1.334441,0.484638,0.496370,0.494910,0.490828,0.526283,0.505532,0.501799,0.487479
1.358061,0.513665,0.517526,0.511939,0.500929,0.532130,0.494508,0.475765,0.473885
1.382856,0.498754,0.488830,0.499412,0.508240,0.485511,0.487046,0.518485,0.532228
1.407644,0.495052,0.476336,0.504641,0.519568,0.501969,0.496300,0.491982,0.514279
1.430934,0.523746,0.463251,0.524253,0.507471,0.412499,0.514115,0.491960,0.542054
1.455721,0.508891,0.513285,0.489187,0.519598,0.482460,0.516432,0.513302,0.497247
1.476045,0.479781,0.444823,0.500961,0.502965,0.514575,0.521091,0.508197,0.481054
1.497015,0.499340,0.487243,0.487752,0.475657,0.503705,0.464382,0.520185,0.471897
1.521801,0.464368,0.520647,0.515482,0.482784,0.517035,0.516777,0.514747,0.491435
1.542690,0.498004,0.464803,0.511977,0.494420,0.518588,0.485769,0.493454,0.527067
1.564120,0.472356,0.487825,0.501076,0.515190,0.500023,0.496180,0.498662,0.538990
1.587321,0.503287,0.493149,0.465024,0.486841,0.530075,0.460007,0.506851,0.483772
1.608665,0.500560,0.515139,0.511631,0.522564,0.510415,0.490150,0.509354,0.497392
1.633456,0.482601,0.498075,0.494446,0.519852,0.506453,0.478836,0.478236,0.517192
1.654868,0.464106,0.512179,0.510887,0.526171,0.494612,0.494159,0.459315,0.500130
1.678344,0.484240,0.510922,0.514558,0.490276,0.441718,0.509582,0.541532,0.480656
1.700774,0.511014,0.493609,0.471561,0.516096,0.472499,0.476319,0.474603,0.493238
1.725476,0.479410,0.524926,0.513798,0.524690,0.502799,0.493494,0.476252,0.458853
1.747869,0.449218,0.478077,0.504936,0.524508,0.523867,0.529471,0.485629,0.538855
1.772474,0.440380,0.530218,0.492616,0.498892,0.483795,0.490829,0.450362,0.502899
1.797249,0.502979,0.521090,0.489729,0.496492,0.498412,0.453882,0.514158,0.494034
1.822017,0.500908,0.482331,0.466723,0.488977,0.444499,0.505606,0.505607,0.533228
1.846430,0.490028,0.506248,0.511313,0.509872,0.501231,0.536950,0.535506,0.518323
1.871177,0.480298,0.503193,0.525865,0.497600,0.491050,0.483707,0.520131,0.522786
1.895930,0.513094,0.518653,0.480958,0.506943,0.519984,0.513975,0.483918,0.497939
1.920702,0.502836,0.506392,0.475431,0.513244,0.492517,0.497553,0.505032,0.470727
1.942697,0.496261,0.479444,0.484925,0.533829,0.498227,0.520145,0.493328,0.485768
1.967460,0.487112,0.491879,0.486524,0.491797,0.531299,0.490430,0.525717,0.478637
1.992230,0.477333,0.478115,0.521184,0.468357,0.521935,0.506149,0.462474,0.556824
2.015829,0.524369,0.471892,0.498520,0.498321,0.480881,0.469281,0.471834,0.481555
2.038850,0.480727,0.517499,0.490460,0.518676,0.506145,0.501160,0.506090,0.512549
2.059260,0.498496,0.504292,0.532092,0.510215,0.486273,0.520798,0.513690,0.517503
2.081301,0.518873,0.530332,0.500085,0.447209,0.528046,0.466656,0.502610,0.511098
2.104988,0.522450,0.497577,0.496217,0.505258,0.499845,0.513751,0.468628,0.504105
2.128134,0.510302,0.493777,0.478369,0.503676,0.528797,0.500520,0.529042,0.499913
2.152731,0.513838,0.473572,0.516113,0.490756,0.518749,0.492234,0.511004,0.519997
2.176875,0.477129,0.452751,0.475852,0.528294,0.498438,0.502713,0.500157,0.459633
2.200634,0.461969,0.491616,0.469392,0.467922,0.501232,0.505190,0.509155,0.512467
2.225418,0.499822,0.514718,0.520946,0.508907,0.498156,0.478438,0.530853,0.485617
2.250217,0.469003,0.517210,0.494545,0.488793,0.482222,0.482769,0.545591,0.463614
2.274123,0.468202,0.497127,0.515796,0.520253,0.496731,0.487480,0.505326,0.483520
2.298909,0.482823,0.510555,0.488977,0.486752,0.498117,0.515676,0.534943,0.494063
2.323438,0.507803,0.503052,0.496108,0.511981,0.480514,0.502865,0.503121,0.509375
2.345747,0.510970,0.479596,0.463851,0.505152,0.525133,0.502736,0.484525,0.453831
2.370511,0.478671,0.515323,0.507610,0.472422,0.490259,0.494934,0.476195,0.472316
2.395311,0.500907,0.498865,0.488100,0.468578,0.511903,0.522875,0.473801,0.485261
2.420087,0.494119,0.496595,0.496103,0.485617,0.502556,0.516294,0.526526,0.476286
2.444902,0.502278,0.499897,0.470174,0.514024,0.495891,0.521628,0.531804,0.471571
2.465691,0.498905,0.525178,0.502349,0.508663,0.513286,0.461015,0.521841,0.514902
2.490459,0.516225,0.460997,0.493447,0.500667,0.513270,0.441341,0.510428,0.534667
2.515250,0.486751,0.497620,0.495004,0.505751,0.504779,0.514237,0.526142,0.500991
2.538992,0.500394,0.527234,0.501678,0.526662,0.490657,0.507357,0.535198,0.488050
2.563727,0.498833,0.488524,0.481096,0.478108,0.461206,0.491823,0.506668,0.471494
2.586461,0.482494,0.493710,0.514573,0.505450,0.513725,0.477644,0.483943,0.501986
2.611216,0.484449,0.469933,0.483497,0.483111,0.486128,0.516171,0.509650,0.497820
2.636050,0.482799,0.495169,0.494794,0.453504,0.498672,0.472214,0.521454,0.493832
2.656653,0.497567,0.510917,0.502353,0.506429,0.519606,0.523701,0.497985,0.522810
2.677625,0.460789,0.505795,0.504721,0.499318,0.474390,0.512489,0.487747,0.505951
2.702394,0.500113,0.488761,0.523381,0.517700,0.546902,0.478919,0.513421,0.495326
2.727136,0.500579,0.497971,0.509643,0.505016,0.495708,0.443202,0.503394,0.471073
2.751900,0.467681,0.456657,0.508088,0.493622,0.475307,0.521040,0.486995,0.523293
2.773339,0.497484,0.529912,0.496647,0.474007,0.532148,0.496126,0.508696,0.486595
2.798069,0.518293,0.500258,0.497583,0.523322,0.499725,0.502139,0.463273,0.518159
2.822809,0.469314,0.511579,0.510552,0.510173,0.496328,0.496221,0.507661,0.500220
2.844867,0.503315,0.495115,0.470619,0.517970,0.484971,0.494479,0.530825,0.478575
2.868561,0.507347,0.504499,0.516028,0.516250,0.496906,0.492558,0.524090,0.504966
2.889605,0.521462,0.500177,0.475750,0.495875,0.512406,0.488809,0.505580,0.508324
2.913804,0.458113,0.479311,0.510924,0.511068,0.504972,0.522785,0.511810,0.482055
2.938541,0.489282,0.521684,0.509214,0.510563,0.505673,0.506468,0.485326,0.513056
2.963287,0.462632,0.487097,0.541326,0.507833,0.501979,0.510939,0.540688,0.482661
2.984685,0.531606,0.499400,0.515608,0.494426,0.517020,0.458997,0.521591,0.500741
3.007188,0.494512,0.505081,0.508516,0.497502,0.469121,0.469747,0.513783,0.520805
3.031201,0.483180,0.502004,0.490469,0.530751,0.507475,0.492464,0.491075,0.505248
3.052976,0.480850,0.482972,0.511563,0.479740,0.510106,0.500853,0.490073,0.478852
3.077734,0.496119,0.485421,0.446789,0.497987,0.488331,0.524605,0.465466,0.494001
3.102512,0.501460,0.489659,0.496639,0.529349,0.530213,0.514471,0.483723,0.538464
3.127299,0.473882,0.517457,0.510613,0.571136,0.507014,0.545513,0.460078,0.545863
3.152096,0.512241,0.520466,0.488404,0.492122,0.499479,0.465447,0.525642,0.455550
3.176876,0.524636,0.500432,0.518527,0.528389,0.514336,0.523540,0.496603,0.524953
3.199145,0.508869,0.496384,0.474705,0.480771,0.506370,0.506538,0.497773,0.522230
3.222783,0.514971,0.503034,0.463663,0.482280,0.523955,0.498580,0.505749,0.502113
3.245875,0.530963,0.527027,0.490327,0.525562,0.480497,0.465460,0.526548,0.489360
3.269180,0.469087,0.472716,0.503714,0.504997,0.512981,0.517920,0.443603,0.495503
3.293963,0.499651,0.510133,0.541689,0.495000,0.508943,0.461797,0.510934,0.512874
3.318117,0.504184,0.514177,0.526727,0.516344,0.481217,0.482779,0.521348,0.472819
3.339835,0.470247,0.513139,0.468367,0.490897,0.498530,0.495070,0.492160,0.524029
3.363285,0.510593,0.477137,0.528960,0.489069,0.486997,0.523087,0.477971,0.506460
3.386582,0.501805,0.503151,0.530729,0.503160,0.482176,0.516756,0.465729,0.502033
3.409443,0.518647,0.472999,0.502566,0.502059,0.472773,0.476589,0.524112,0.487731
3.434176,0.492014,0.527594,0.471768,0.480669,0.520812,0.486630,0.492470,0.462189
3.458951,0.524335,0.479560,0.506431,0.466908,0.513009,0.519614,0.506908,0.471126
3.483763,0.498801,0.499123,0.490933,0.536614,0.534429,0.499102,0.509231,0.539818
3.503994,0.521956,0.514444,0.508783,0.488688,0.526776,0.523288,0.476691,0.501481
3.527586,0.495739,0.502083,0.495952,0.459948,0.489807,0.509604,0.470892,0.510872
3.552392,0.496237,0.479726,0.513945,0.498779,0.478319,0.520921,0.536502,0.490248
3.575802,0.497673,0.495024,0.510441,0.501904,0.513652,0.526154,0.507701,0.539043
3.597839,0.485166,0.475811,0.522054,0.515513,0.493046,0.523691,0.507335,0.501888
3.622621,0.497328,0.517603,0.534728,0.485331,0.477351,0.490937,0.498778,0.517253
3.645959,0.513841,0.537973,0.477714,0.501843,0.500365,0.507608,0.498722,0.510812
3.670738,0.539661,0.485906,0.508474,0.510858,0.509581,0.497336,0.519998,0.523384
3.695520,0.508391,0.499314,0.503169,0.478783,0.494814,0.496855,0.520467,0.508840
3.718727,0.522796,0.483408,0.493692,0.483752,0.501175,0.498833,0.475517,0.521981
3.739210,0.466076,0.465805,0.488354,0.509138,0.504850,0.492498,0.509074,0.524187
3.763996,0.498623,0.494548,0.528695,0.525626,0.533861,0.487171,0.482356,0.513353
3.785685,0.500747,0.507957,0.502468,0.469593,0.482542,0.479289,0.517815,0.490206
3.810475,0.473016,0.491057,0.488664,0.512586,0.496080,0.487562,0.523094,0.499421
3.835282,0.484074,0.461021,0.514451,0.494574,0.504723,0.501020,0.470165,0.505543
3.859362,0.528280,0.530346,0.525541,0.500540,0.494665,0.528749,0.521090,0.494805
3.883759,0.493243,0.483095,0.465104,0.492105,0.490435,0.493973,0.471100,0.476024
3.908544,0.485754,0.531157,0.470631,0.468172,0.491352,0.531758,0.513305,0.534856
3.930613,0.489723,0.532374,0.535055,0.517879,0.472588,0.508258,0.482884,0.498164
3.951422,0.483708,0.495393,0.502927,0.486533,0.494778,0.477611,0.446073,0.490088
3.972953,0.449560,0.493622,0.492468,0.506405,0.504833,0.474371,0.514097,0.505675
3.997787,0.502164,0.489914,0.483233,0.518171,0.531832,0.513058,0.499106,0.513241
4.020211,0.522218,0.501520,0.492450,0.520918,0.541286,0.495238,0.511338,0.502629
4.045017,0.486052,0.499015,0.508968,0.529348,0.495537,0.512671,0.493924,0.500207
4.069784,0.510540,0.535920,0.528557,0.489992,0.501402,0.525720,0.486160,0.520440
4.090323,0.502819,0.502029,0.521341,0.504334,0.507313,0.498737,0.544593,0.529817
4.115120,0.479741,0.464438,0.512108,0.499055,0.456543,0.514736,0.483641,0.502825
4.139906,0.497628,0.512904,0.511902,0.463573,0.501745,0.499761,0.504904,0.511484
4.163667,0.531626,0.510000,0.518839,0.498224,0.496680,0.500319,0.501860,0.496703
4.186899,0.502800,0.531295,0.506859,0.539827,0.500748,0.485434,0.478609,0.474343
4.211668,0.533265,0.533856,0.497169,0.441419,0.489415,0.490435,0.486090,0.489939
4.232693,0.542494,0.494846,0.506485,0.514211,0.490578,0.485758,0.515812,0.515834
4.255606,0.503388,0.503484,0.495423,0.505396,0.504207,0.502855,0.540591,0.508486
4.275668,0.503562,0.494805,0.501226,0.504568,0.513250,0.491030,0.520755,0.508642
4.300451,0.483324,0.535947,0.513224,0.487089,0.479919,0.473764,0.500192,0.459571
4.323305,0.483854,0.504819,0.517285,0.479664,0.466823,0.512347,0.484753,0.472460
4.344607,0.512318,0.476501,0.537895,0.514199,0.503917,0.484229,0.526610,0.532079
4.366022,0.509062,0.468974,0.488762,0.507740,0.504476,0.523116,0.461580,0.534272
4.389570,0.481247,0.504281,0.510369,0.504325,0.471828,0.523223,0.491615,0.509729
4.414224,0.467752,0.482840,0.495784,0.495073,0.531702,0.475025,0.487340,0.474240
4.439015,0.541659,0.502106,0.494311,0.523392,0.496648,0.495164,0.482438,0.475201
4.461938,0.512946,0.491722,0.528219,0.496801,0.511808,0.516527,0.496668,0.481155
4.486390,0.471848,0.496221,0.502788,0.497731,0.490056,0.483915,0.497436,0.490788
4.511178,0.511132,0.494818,0.521379,0.514913,0.475316,0.506234,0.489819,0.511467
4.534984,0.504271,0.469500,0.507941,0.496729,0.475620,0.494048,0.525506,0.477562
4.559037,0.506787,0.536211,0.523287,0.503863,0.510672,0.520211,0.497181,0.489865
4.582452,0.495594,0.474585,0.498215,0.480871,0.464019,0.494137,0.475633,0.482851
4.603254,0.501604,0.513836,0.511497,0.502133,0.476887,0.528265,0.498197,0.480955
4.626427,0.501211,0.482187,0.491568,0.496281,0.520820,0.514912,0.505275,0.499622
4.651230,0.500929,0.490413,0.499466,0.523074,0.499245,0.479053,0.483995,0.505235
4.674990,0.492750,0.511914,0.495821,0.492446,0.479833,0.490289,0.462826,0.502041
4.696183,0.517520,0.488409,0.531328,0.504799,0.484425,0.520658,0.507351,0.490813
4.720954,0.460549,0.467161,0.487687,0.518417,0.513067,0.462612,0.485893,0.510766
4.744653,0.489364,0.512238,0.516077,0.485191,0.500696,0.490324,0.482060,0.462129
4.767175,0.514595,0.509347,0.502149,0.490586,0.506063,0.482271,0.504279,0.512492
4.788394,0.492790,0.510238,0.524859,0.531290,0.507930,0.511697,0.494167,0.486011
4.813186,0.511289,0.524774,0.462899,0.482698,0.486789,0.479221,0.501056,0.494403
4.837967,0.472304,0.511044,0.539539,0.490034,0.491157,0.493007,0.515489,0.519940
4.861935,0.530260,0.447671,0.518419,0.501748,0.512698,0.460274,0.479488,0.500565
4.886121,0.505873,0.486099,0.522987,0.524338,0.503340,0.507895,0.544814,0.508581
4.910911,0.505468,0.536169,0.529082,0.509007,0.509196,0.529341,0.493146,0.513507
4.935655,0.492260,0.522649,0.482303,0.522852,0.530588,0.485856,0.513804,0.441052
4.957439,0.523454,0.492988,0.514476,0.514412,0.502936,0.512808,0.481279,0.471451
4.982216,0.498801,0.508749,0.498490,0.527401,0.486420,0.513961,0.491324,0.500417
5.007011,0.509914,0.478762,0.489737,0.536772,0.485995,0.522328,0.463684,0.482299
5.031001,0.498798,0.511825,0.526020,0.502637,0.485454,0.490061,0.531721,0.521994
5.055136,0.490277,0.505478,0.528080,0.486421,0.487965,0.524488,0.508861,0.533070
5.078605,0.504790,0.496324,0.485452,0.487346,0.496768,0.506174,0.481751,0.510179
5.101833,0.491354,0.459311,0.496997,0.449338,0.493664,0.529742,0.509357,0.492298
5.126552,0.494198,0.496345,0.470316,0.497355,0.488396,0.555393,0.478763,0.531247
5.149888,0.499004,0.511653,0.477135,0.508819,0.492954,0.497498,0.503608,0.507171
5.173842,0.515538,0.495654,0.477781,0.448176,0.487500,0.488673,0.518024,0.452580
5.197937,0.468104,0.495179,0.487963,0.494905,0.491899,0.478493,0.508532,0.527432
5.222713,0.499664,0.446956,0.515475,0.497375,0.507169,0.498084,0.533352,0.523391
5.247148,0.521709,0.494514,0.486931,0.470207,0.463934,0.487594,0.503085,0.494339
5.270913,0.489856,0.491503,0.479024,0.425093,0.487843,0.483794,0.509579,0.517912
5.292233,0.531438,0.507504,0.482479,0.497410,0.532991,0.498623,0.512006,0.492819
5.317031,0.523708,0.496605,0.502115,0.472309,0.486512,0.501905,0.486739,0.502463
5.341761,0.504059,0.530633,0.567584,0.507379,0.501517,0.521069,0.479076,0.510079
5.363626,0.494697,0.504380,0.489139,0.497779,0.474028,0.516144,0.489431,0.489001
5.388432,0.512436,0.512838,0.516020,0.518037,0.472293,0.511082,0.505791,0.504997
5.411304,0.473485,0.517707,0.538260,0.527179,0.511958,0.519651,0.531563,0.493676
5.432666,0.544363,0.503246,0.511763,0.521245,0.489599,0.512518,0.488722,0.499845
5.454414,0.519323,0.521161,0.502847,0.520121,0.525015,0.533781,0.531329,0.518964
5.478694,0.503581,0.499564,0.507235,0.501381,0.493564,0.502056,0.489770,0.514048
5.499505,0.517849,0.484731,0.457108,0.519645,0.482815,0.479255,0.525881,0.534887
5.524304,0.491406,0.496121,0.539624,0.502551,0.472978,0.498299,0.514547,0.505936
5.549062,0.465546,0.465126,0.476822,0.487474,0.506955,0.502491,0.514695,0.481810
5.573829,0.473743,0.496988,0.498935,0.495989,0.483361,0.494858,0.489511,0.504586
5.598007,0.515157,0.504147,0.524755,0.534714,0.484857,0.504656,0.478198,0.476525
5.622801,0.496111,0.526939,0.512644,0.504464,0.486396,0.468794,0.473034,0.501681
5.645897,0.524817,0.542617,0.457698,0.485835,0.488056,0.512279,0.470898,0.482721
5.667442,0.517040,0.476384,0.512121,0.515380,0.475899,0.531666,0.494914,0.499427
5.688378,0.474844,0.470929,0.497855,0.498322,0.505323,0.507235,0.496295,0.497053
5.713164,0.509225,0.510213,0.503598,0.505981,0.510734,0.485611,0.486278,0.470078
5.736600,0.524419,0.512428,0.488273,0.515390,0.467363,0.499733,0.489677,0.521503
5.757942,0.510255,0.483199,0.478698,0.495829,0.512383,0.523693,0.524343,0.498766
5.782326,0.483940,0.501322,0.520073,0.517931,0.524737,0.530138,0.492643,0.503547
5.807082,0.517383,0.489049,0.525267,0.484707,0.477912,0.522908,0.533070,0.474857
5.831875,0.483503,0.500431,0.483450,0.498422,0.486658,0.471983,0.486833,0.483416
5.852120,0.525885,0.525174,0.527282,0.501569,0.486822,0.495648,0.502318,0.469320
5.876861,0.517825,0.475328,0.524379,0.521224,0.513404,0.524844,0.462331,0.519785
5.901620,0.529255,0.505429,0.486837,0.491459,0.510677,0.458486,0.498310,0.504383
5.926389,0.502472,0.522382,0.493823,0.501106,0.499669,0.473941,0.551156,0.497923
5.950419,0.493924,0.515428,0.519066,0.488946,0.509970,0.482646,0.507871,0.512277
5.975026,0.469095,0.511931,0.493222,0.483954,0.505194,0.502905,0.480607,0.496481
5.997781,0.528390,0.532302,0.478885,0.513716,0.465816,0.512455,0.513794,0.517785
6.022570,0.492252,0.526419,0.500165,0.490900,0.509128,0.532300,0.481091,0.493993
6.047127,0.499977,0.503768,0.519990,0.487514,0.505581,0.525335,0.452235,0.473153
6.070037,0.507445,0.506810,0.492664,0.544166,0.529525,0.491730,0.504620,0.530414
6.094839,0.520849,0.494557,0.481615,0.500716,0.498376,0.470152,0.477830,0.489397
6.119214,0.524568,0.487306,0.512089,0.509033,0.496955,0.462919,0.527120,0.485267
6.142109,0.508864,0.517123,0.493796,0.531400,0.484670,0.516795,0.503029,0.490101
6.163690,0.487777,0.472171,0.502710,0.480601,0.490988,0.498783,0.534430,0.500090
6.184586,0.462048,0.527817,0.519630,0.492764,0.490757,0.529231,0.544717,0.497588
6.205340,0.454869,0.475127,0.516323,0.488884,0.490788,0.468819,0.501336,0.476319
6.227258,0.511612,0.482735,0.472673,0.494018,0.508779,0.517293,0.495923,0.498387
6.248593,0.493071,0.537339,0.540491,0.480501,0.497784,0.472588,0.507906,0.526626
6.273371,0.484262,0.474732,0.511351,0.487342,0.530081,0.532381,0.487166,0.494464
6.298167,0.478117,0.509180,0.517729,0.504032,0.491649,0.489108,0.489945,0.476252
6.319115,0.490630,0.528702,0.480517,0.505115,0.482758,0.480536,0.507170,0.504331
6.340778,0.487480,0.483731,0.490407,0.477868,0.518249,0.506250,0.483154,0.483825
6.363729,0.490565,0.460645,0.513004,0.499899,0.510323,0.511969,0.481293,0.496990
6.387254,0.534001,0.474043,0.447048,0.478453,0.515471,0.507085,0.484445,0.514671
6.412016,0.481965,0.511065,0.486557,0.472818,0.506961,0.491055,0.517010,0.508168
6.436780,0.538037,0.476962,0.506410,0.471811,0.472986,0.485036,0.521676,0.517785
6.461557,0.526111,0.530289,0.505874,0.510582,0.499941,0.490125,0.511735,0.481614
6.483249,0.502624,0.522685,0.502171,0.499298,0.529727,0.499154,0.483247,0.480106
6.506792,0.495979,0.510010,0.469258,0.500022,0.479172,0.479072,0.519217,0.488898
6.531317,0.511729,0.509392,0.486380,0.511699,0.493094,0.486692,0.482195,0.506618
6.556110,0.484906,0.503316,0.545652,0.494801,0.518503,0.503327,0.511719,0.487079
6.580870,0.498750,0.443540,0.501380,0.526844,0.491819,0.471238,0.465609,0.485635
6.605475,0.506566,0.518293,0.498441,0.484097,0.510307,0.473102,0.547309,0.484473
6.626790,0.490821,0.496059,0.479450,0.503753,0.486353,0.540642,0.518461,0.514398
6.646951,0.491141,0.502654,0.507102,0.506330,0.522851,0.501997,0.497946,0.498983
6.669834,0.490577,0.478542,0.515686,0.515993,0.495830,0.496854,0.537902,0.492117
6.691254,0.498386,0.501267,0.485165,0.471560,0.466746,0.444667,0.493001,0.492244
6.715178,0.521447,0.494466,0.486952,0.523908,0.480541,0.535205,0.505998,0.513566
6.739301,0.481413,0.515381,0.522501,0.480776,0.457002,0.472331,0.493168,0.518706
6.762250,0.541181,0.518134,0.489311,0.524186,0.514528,0.478101,0.483810,0.479917
6.787138,0.500922,0.526260,0.458744,0.489142,0.488801,0.532709,0.492665,0.485893
6.810759,0.525464,0.509020,0.499536,0.538076,0.492194,0.491199,0.505115,0.512668
6.835294,0.486109,0.520081,0.493829,0.510974,0.490147,0.475913,0.521519,0.504282
6.855352,0.510891,0.526542,0.524255,0.483147,0.507990,0.501614,0.497949,0.497167
6.880135,0.503340,0.480930,0.509361,0.507334,0.516385,0.536713,0.504050,0.475438
6.904794,0.524595,0.492936,0.519364,0.526157,0.519592,0.492756,0.502352,0.515772
6.929577,0.483088,0.520731,0.525232,0.487876,0.528640,0.510298,0.476932,0.501131
6.951116,0.506789,0.476311,0.508920,0.501819,0.507402,0.520259,0.508061,0.502072
6.975886,0.525824,0.522608,0.528463,0.467995,0.522194,0.531755,0.504145,0.503322
7.000579,0.486031,0.552879,0.499114,0.510946,0.502463,0.463471,0.518763,0.519969
7.023411,0.496246,0.505411,0.476735,0.518394,0.511182,0.486480,0.535017,0.498860
7.047779,0.519702,0.511910,0.507236,0.479081,0.489263,0.506128,0.499905,0.445090
7.072535,0.505599,0.482947,0.485526,0.521679,0.510822,0.514522,0.530513,0.460745
7.097326,0.508486,0.448654,0.490896,0.506454,0.513970,0.507025,0.512305,0.530468
7.119609,0.495961,0.520639,0.508454,0.484451,0.519441,0.569722,0.512359,0.489192
7.142491,0.474950,0.484905,0.511946,0.503235,0.529324,0.492923,0.490687,0.522746
7.165918,0.503312,0.508840,0.541603,0.498661,0.520470,0.487096,0.533365,0.512951
7.188908,0.481110,0.524316,0.502854,0.512696,0.478942,0.530859,0.538695,0.534169
7.212144,0.527027,0.519701,0.461234,0.476190,0.494020,0.520610,0.510242,0.453078
7.236901,0.532528,0.466577,0.479433,0.526442,0.527049,0.487735,0.508704,0.531305
7.261664,0.490568,0.464278,0.498657,0.491487,0.491626,0.478784,0.498077,0.498457
